submission_id,platform,campaign_type,days_live,creator_followers,avg_views_30d,video_length_sec,views,likes,comments,shares,saves,reach,avg_watch_time_sec,completion_rate,tier1_audience_pct,profile_traffic_pct,search_traffic_pct,fyp_reels_explore_pct,graph_pattern,retention_pattern,max_view_jump_pct,flatline_hours_before_jump,like_freeze_flag,late_like_spike_flag,no_matching_engagement_flag,comment_quality,suspicious_comment_pct,repeated_comment_pct,bot_like_profile_pct,views_to_avg_multiplier,like_rate,comment_rate,share_rate,engagement_rate,reach_view_ratio,fraud_risk_score,risk_level,label,decision_recommendation,likely_fraud_type,reviewer_reason,suggested_action,source_type,source_note
GEN-001289,Instagram,AI App Demo,6,3148,6059,20,43707,3902,231,311,232,41936,12.62,0.7002,0.733,0.1152,0.1822,0.6949,normal_viral_smooth,gradual_drop,0.1969,2,False,False,False,short_but_relevant,0.0,0.0738,0.0742,7.2136,0.089276,0.005285,0.007116,0.101677,0.95948,23,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001290,TikTok,Anime Edit,4,28832,3609,20,170105,2240,78,356,227,104831,7.84,0.3687,0.3637,0.6745,0.3994,0.0,low_engagement_smooth,broken_or_missing,0.6382,42,False,False,True,mixed,0.607,0.2036,0.2697,47.1336,0.013168,0.000459,0.002093,0.01572,0.616272,72,High,suspicious,Reject and ask for analytics in ticket,needs_analytics,views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001291,Instagram,Tech Gadget,6,52510,12113,20,129111,3625,60,269,294,96798,4.16,0.2311,0.665,0.328,0.5756,0.0833,step_like_batches,broken_or_missing,2.0105,56,False,False,True,emoji_spam,0.832,0.0536,0.3603,10.6589,0.028077,0.000465,0.002083,0.030625,0.749727,50,High,suspicious,Reject and ask for analytics in ticket,possible_autoswipe,large sudden view jump; views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001292,YouTube Shorts,Anime Edit,13,14249,10657,60,595899,980,0,1,1482,218057,11.79,0.1867,0.6102,0.4012,0.5376,0.136,flat_then_spike,unknown,1.5657,58,False,False,True,emoji_spam,0.2621,0.3352,0.619,55.9162,0.001645,0.0,2e-06,0.001646,0.365929,87,Critical,botted,Reject,fake_boost,large sudden view jump; views rise without matching engagement; high views with almost no comments,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001293,YouTube Shorts,Travel Hook,1,17380,6679,60,455280,1111,53,513,2557,109333,5.32,0.1093,0.2307,0.0958,0.0267,0.8147,vertical_spike_no_engagement,very_low_watch_time,1.8638,32,False,False,True,generic_repeated,0.3072,0.1234,0.1264,68.1659,0.00244,0.000116,0.001127,0.003683,0.240145,91,Critical,botted,Reject,autoclick_autoswipe,large sudden view jump; views rise without matching engagement,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001294,Instagram,Anime Edit,7,4608,8922,15,1028375,3118,126,407,1729,472233,0.66,0.0494,0.5565,0.4422,0.1663,0.3372,flat_then_spike,very_low_watch_time,3.4547,19,False,False,True,generic_repeated,0.2256,0.6193,0.2723,115.2628,0.003032,0.000123,0.000396,0.00355,0.459203,84,Critical,botted,Reject,possible_fake_boost,large sudden view jump; views rise without matching engagement,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001295,Instagram,Anime Edit,3,1016,1685,60,249006,1055,0,159,982,114594,5.61,0.0959,0.2938,0.1677,0.2776,0.5682,flat_then_spike,unknown,2.3998,20,False,False,True,none,0.7406,0.4922,0.2243,147.778,0.004237,0.0,0.000639,0.004875,0.460206,82,Critical,botted,Reject,possible_fake_boost,large sudden view jump; views rise without matching engagement; high views with almost no comments,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001296,TikTok,Anime Edit,7,5342,663,60,62686,200,2,73,277,19571,8.08,0.1326,0.3825,0.6445,0.4266,0.0,flat_then_spike,very_low_watch_time,2.917,50,False,False,True,none,0.8182,0.2942,0.5668,94.549,0.003191,3.2e-05,0.001165,0.004387,0.312207,96,Critical,botted,Reject,possible_fake_boost,large sudden view jump; views rise without matching engagement; high views with almost no comments,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001297,YouTube Shorts,AI App Demo,5,3603,260,20,6966,43,6,9,28,1715,10.02,0.4779,0.5856,0.8564,0.3494,0.0,flat_then_spike,flat_or_odd,2.4642,89,False,False,True,mixed,0.6372,0.3982,0.4243,26.7923,0.006173,0.000861,0.001292,0.008326,0.246196,73,High,suspicious,Reject and ask for analytics in ticket,fake_boost,large sudden view jump; views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001298,Instagram,Travel Hook,4,3568,396,30,16258,95,3,25,86,4152,6.59,0.2081,0.215,0.4323,0.0101,0.5248,step_like_batches,low_watch_time,1.3856,63,False,False,True,mixed,0.5034,0.3235,0.1439,41.0556,0.005843,0.000185,0.001538,0.007566,0.255382,45,Medium,suspicious,Needs Manual Review,view_injection,large sudden view jump; views rise without matching engagement; high views with almost no comments,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001299,YouTube Shorts,Finance Explainer,6,251523,50523,15,170063,9132,1600,446,834,159481,4.82,0.3966,0.4517,0.0342,0.1796,0.8387,smooth_gradual,gradual_drop,0.254,1,False,False,False,short_but_relevant,0.0,0.0657,0.1097,3.3661,0.053698,0.009408,0.002623,0.065729,0.937776,22,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001300,Instagram,Anime Edit,7,169,721,45,119902,471,0,33,113,69738,8.84,0.2183,0.6889,0.8349,0.2738,0.0,vertical_spike_no_engagement,very_low_watch_time,2.4862,45,False,False,True,unrelated,0.4916,0.1498,0.3652,166.2996,0.003928,0.0,0.000275,0.004203,0.581625,97,Critical,botted,Reject,autoclick_autoswipe,large sudden view jump; views rise without matching engagement; high views with almost no comments,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001301,Instagram,AI App Demo,7,1960,2918,15,97260,1830,112,218,102,56146,3.65,0.2854,0.6424,0.3707,0.2654,0.3058,flat_then_spike,sudden_drop,2.6913,65,False,False,True,unrelated,0.7586,0.5002,0.2171,33.331,0.018816,0.001152,0.002241,0.022209,0.577277,66,High,suspicious,Reject and ask for analytics in ticket,possible_fake_boost,large sudden view jump; views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001302,YouTube Shorts,Car Slideshows,8,18143,31078,30,161947,7187,1856,1389,508,163812,12.92,0.4104,0.7184,0.0164,0.1864,0.8132,smooth_gradual,strong_retention,0.3094,3,False,False,False,relevant_discussion,0.0,0.0637,0.0417,5.211,0.044379,0.011461,0.008577,0.064416,1.011516,23,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001303,TikTok,AI App Demo,4,3021,3156,30,181853,1625,9,194,406,62632,7.59,0.2792,0.2546,0.5754,0.5521,0.0,flat_then_spike,broken_or_missing,1.6205,57,False,False,True,generic_repeated,0.1783,0.5352,0.3585,57.6214,0.008936,4.9e-05,0.001067,0.010052,0.34441,82,Critical,botted,Reject,fake_boost,large sudden view jump; views rise without matching engagement,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001304,Instagram,Car Slideshows,11,3055,46821,12,319844,4684,126,213,625,86574,1.41,0.1102,0.3703,0.3957,0.0318,0.5959,step_like_batches,flat_or_odd,1.4052,5,False,False,True,emoji_spam,0.6757,0.5538,0.5741,6.8312,0.014645,0.000394,0.000666,0.015705,0.270676,69,High,suspicious,Reject and ask for analytics in ticket,autoclick_autoswipe,large sudden view jump; views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001305,YouTube Shorts,Finance Explainer,6,6234,4765,20,164403,1600,33,59,72,62222,2.02,0.1309,0.3435,0.6879,0.2669,0.0556,likes_freeze,broken_or_missing,1.3043,76,True,False,True,none,0.6366,0.0672,0.4415,34.5022,0.009732,0.000201,0.000359,0.010292,0.378472,85,Critical,botted,Reject,fake_likes,large sudden view jump; views rise without matching engagement; likes freeze while views increase,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001306,TikTok,Travel Hook,3,102032,1711,12,147722,676,6,139,108,107496,1.35,0.1448,0.32,0.7039,0.4054,0.0,flat_then_spike,unknown,3.2682,50,False,False,True,generic_repeated,0.5904,0.0753,0.2274,86.3366,0.004576,4.1e-05,0.000941,0.005558,0.727691,89,Critical,botted,Reject,fake_boost,large sudden view jump; views rise without matching engagement,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001307,YouTube Shorts,Tech Gadget,8,457,188849,30,3500000,4154,1163,2877,19395,1053639,5.62,0.2154,0.2119,0.6436,0.2031,0.0925,vertical_spike_no_engagement,low_watch_time,2.7892,58,False,False,True,emoji_spam,0.3973,0.532,0.3353,18.5333,0.001187,0.000332,0.000822,0.002341,0.30104,99,Critical,botted,Reject,fake_views,large sudden view jump; views rise without matching engagement,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001308,Instagram,Finance Explainer,9,18653,8889,12,10380,1031,47,16,51,9951,4.54,0.3606,0.5953,0.0255,0.2232,0.7611,smooth_gradual,strong_retention,0.1124,1,False,False,False,short_but_relevant,0.0,0.0437,0.0152,1.1677,0.099326,0.004528,0.001541,0.105395,0.958671,13,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001309,TikTok,Car Slideshows,11,1525,879,60,25473,777,37,45,118,4599,14.27,0.2514,0.3707,0.1392,0.3893,0.5224,low_engagement_smooth,flat_or_odd,0.1942,66,False,False,False,unrelated,0.4561,0.5513,0.1751,28.9795,0.030503,0.001453,0.001767,0.033722,0.180544,55,High,suspicious,Reject and ask for analytics in ticket,possible_fake_views,metrics and graph pattern move proportionally,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001310,Instagram,Tech Gadget,5,20027,4548,20,842111,5633,262,919,2492,451190,0.38,0.0176,0.2712,0.284,0.3857,0.3331,vertical_spike_no_engagement,broken_or_missing,2.7964,5,False,False,True,none,0.5928,0.4353,0.7175,185.1607,0.006689,0.000311,0.001091,0.008092,0.535784,84,Critical,botted,Reject,autoclick_autoswipe,large sudden view jump; views rise without matching engagement,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001311,Instagram,Car Slideshows,4,6362,3661,30,80357,424,18,88,35,27243,8.99,0.353,0.1142,0.4612,0.1187,0.4695,flat_then_spike,broken_or_missing,3.1885,38,False,False,True,unrelated,0.2799,0.1755,0.726,21.9495,0.005276,0.000224,0.001095,0.006596,0.339025,44,Medium,suspicious,Needs Manual Review,needs_analytics,large sudden view jump; views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001312,TikTok,Finance Explainer,11,13590,1382,60,69934,1925,121,58,166,24919,6.22,0.1184,0.0451,0.518,0.2224,0.3266,low_engagement_smooth,low_watch_time,0.5173,41,False,False,False,mixed,0.8688,0.5144,0.1988,50.6035,0.027526,0.00173,0.000829,0.030086,0.356322,57,High,suspicious,Reject and ask for analytics in ticket,needs_analytics,metrics and graph pattern move proportionally,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001313,Instagram,Tech Gadget,4,19887,4951,12,382308,1303,31,107,988,64962,2.17,0.2328,0.4865,0.1446,0.5861,0.2333,vertical_spike_no_engagement,unknown,3.9945,95,False,False,True,unrelated,0.6619,0.5552,0.2633,77.2183,0.003408,8.1e-05,0.00028,0.003769,0.169921,78,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001314,Instagram,Anime Edit,12,14864,1672,12,293549,1388,0,23,760,82461,3.0,0.2613,0.0926,0.4706,0.1238,0.3819,vertical_spike_no_engagement,very_low_watch_time,1.8632,82,False,False,True,unrelated,0.4453,0.0669,0.5904,175.5676,0.004728,0.0,7.8e-05,0.004807,0.280911,98,Critical,botted,Reject,autoclick_autoswipe,large sudden view jump; views rise without matching engagement; high views with almost no comments,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001315,YouTube Shorts,Fitness Clip,4,5512,29179,20,37832,1882,40,189,199,29534,9.43,0.6112,0.8956,0.1359,0.181,0.6555,smooth_gradual,strong_retention,0.2078,4,False,False,False,relevant_discussion,0.0,0.0458,0.1196,1.2965,0.049746,0.001057,0.004996,0.055799,0.780662,8,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001316,TikTok,AI App Demo,10,3675,27597,12,158958,17179,1360,1072,916,105511,6.79,0.5161,0.5858,0.1177,0.2148,0.6119,smooth_gradual,strong_retention,0.0951,4,False,False,False,relevant_discussion,0.0,0.0276,0.0282,5.76,0.108073,0.008556,0.006744,0.123372,0.663767,19,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001317,Instagram,Tech Gadget,2,58579,1175,12,38033,684,8,58,31,11048,5.47,0.4488,0.6323,0.5871,0.5288,0.0,likes_freeze,broken_or_missing,0.693,11,True,False,True,emoji_spam,0.1785,0.257,0.3959,32.3685,0.017984,0.00021,0.001525,0.01972,0.290485,59,High,suspicious,Reject and ask for analytics in ticket,possible_engagement_pod,views rise without matching engagement; likes freeze while views increase,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001318,Instagram,Finance Explainer,6,726,2561,60,123341,2279,219,0,402,81347,24.76,0.3832,0.0598,0.5218,0.4401,0.0,step_like_batches,sudden_drop,0.8181,57,False,False,False,generic_repeated,0.2573,0.5759,0.2138,48.1613,0.018477,0.001776,0.0,0.020253,0.659529,48,Medium,suspicious,Needs Manual Review,view_injection,metrics and graph pattern move proportionally,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001319,YouTube Shorts,Mobile Game Speedrun,8,16274,1164,30,188471,465,55,112,168,82712,8.08,0.2798,0.6196,0.2515,0.0761,0.6486,vertical_spike_no_engagement,broken_or_missing,2.3521,78,False,False,True,generic_repeated,0.8007,0.5684,0.4316,161.9167,0.002467,0.000292,0.000594,0.003353,0.438858,93,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001320,TikTok,Car Slideshows,2,395045,9726,45,43033,3527,226,299,48,44705,22.45,0.5842,0.6575,0.0299,0.2381,0.7858,smooth_gradual,strong_retention,0.0857,2,False,False,False,relevant_discussion,0.0,0.0273,0.0879,4.4245,0.08196,0.005252,0.006948,0.09416,1.038854,16,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001321,YouTube Shorts,Mobile Game Speedrun,11,8184,3956,15,278048,2433,37,152,1238,42106,1.6,0.1179,0.6233,0.2381,0.0881,0.7237,flat_then_spike,unknown,1.6893,7,False,False,True,emoji_spam,0.4479,0.588,0.2062,70.2851,0.00875,0.000133,0.000547,0.00943,0.151434,97,Critical,botted,Reject,possible_fake_boost,large sudden view jump; views rise without matching engagement,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001322,Instagram,Car Slideshows,11,9938,41954,15,1194120,41657,1455,2557,2021,496054,5.41,0.4715,0.4415,0.381,0.2386,0.3504,likes_freeze,sudden_drop,1.1498,77,True,False,False,emoji_spam,0.7404,0.2375,0.3989,28.4626,0.034885,0.001218,0.002141,0.038245,0.415414,68,High,suspicious,Reject and ask for analytics in ticket,possible_fake_views,large sudden view jump; likes freeze while views increase,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001323,Instagram,Mobile Game Speedrun,5,51457,105037,15,435314,13798,687,1053,1746,303334,4.58,0.3638,0.6583,0.7464,0.2926,0.0,likes_freeze,sudden_drop,0.6405,18,True,False,False,mixed,0.3771,0.4807,0.6558,4.1444,0.031697,0.001578,0.002419,0.035694,0.696817,55,High,suspicious,Reject and ask for analytics in ticket,possible_fake_views,likes freeze while views increase,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001324,TikTok,Tech Gadget,10,18462,3822,15,13672,1435,97,124,25,13588,7.97,0.6296,0.6447,0.1713,0.2145,0.5409,normal_viral_smooth,strong_retention,0.1123,4,False,False,False,relevant_discussion,0.0,0.0987,0.0362,3.5772,0.104959,0.007095,0.00907,0.121123,0.993856,17,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001325,Instagram,Car Slideshows,2,81827,2332,30,84685,2213,148,3,75,37984,6.29,0.2567,0.1997,0.6888,0.1329,0.2572,late_like_spike,sudden_drop,1.0341,30,False,True,False,mixed,0.8309,0.4896,0.6902,36.3143,0.026132,0.001748,3.5e-05,0.027915,0.448533,53,High,suspicious,Reject and ask for analytics in ticket,fake_likes,large sudden view jump; late like spike,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001326,TikTok,Car Slideshows,1,7700,3614,20,252140,969,64,194,1196,160446,1.16,0.0566,0.4294,0.1431,0.1418,0.6606,step_like_batches,very_low_watch_time,1.0125,89,False,False,True,none,0.6682,0.1538,0.3318,69.7676,0.003843,0.000254,0.000769,0.004866,0.636337,95,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001327,Instagram,Fitness Clip,5,18672,2618,12,13123,700,21,87,19,12901,5.29,0.4685,0.545,0.1633,0.0785,0.6811,smooth_gradual,strong_retention,0.0809,2,False,False,False,relevant_discussion,0.0,0.0991,0.0259,5.0126,0.053341,0.0016,0.00663,0.061571,0.983083,14,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001328,TikTok,Mobile Game Speedrun,8,1201,4122,60,168894,3311,154,419,798,58032,9.78,0.1648,0.4431,0.8361,0.1642,0.0024,likes_freeze,flat_or_odd,1.4374,16,True,False,True,unrelated,0.4566,0.4848,0.5415,40.9738,0.019604,0.000912,0.002481,0.022997,0.3436,53,High,suspicious,Reject and ask for analytics in ticket,possible_engagement_pod,large sudden view jump; views rise without matching engagement; likes freeze while views increase,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001329,TikTok,Tech Gadget,14,481,1622,45,130245,1275,31,77,102,46995,3.31,0.0745,0.02,0.4414,0.4225,0.1565,flat_then_spike,unknown,3.1992,9,False,False,True,emoji_spam,0.4281,0.6244,0.3934,80.299,0.009789,0.000238,0.000591,0.010618,0.36082,90,Critical,botted,Reject,needs_analytics,large sudden view jump; views rise without matching engagement,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001330,YouTube Shorts,Mobile Game Speedrun,1,8627,2784,30,206691,1765,19,219,620,103661,3.21,0.1277,0.0355,0.4791,0.0201,0.4986,flat_then_spike,unknown,1.505,77,False,False,True,none,0.1887,0.1072,0.69,74.2425,0.008539,9.2e-05,0.00106,0.009691,0.501526,90,Critical,botted,Reject,fake_boost,large sudden view jump; views rise without matching engagement,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001331,YouTube Shorts,Car Slideshows,6,57918,3498,20,17127,979,115,69,95,12019,13.54,0.685,0.5733,0.0838,0.0641,0.8218,normal_viral_smooth,strong_retention,0.3589,2,False,False,False,relevant_discussion,0.0,0.0958,0.0234,4.8962,0.057161,0.006715,0.004029,0.067904,0.701757,6,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001332,TikTok,Travel Hook,6,20929,35625,20,61435,5307,169,225,126,47211,8.78,0.5678,0.4698,0.0453,0.1519,0.7978,smooth_gradual,strong_retention,0.2667,1,False,False,False,short_but_relevant,0.0,0.0445,0.0699,1.7245,0.086384,0.002751,0.003662,0.092797,0.768471,8,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001333,YouTube Shorts,Car Slideshows,4,71323,3060,45,461415,3634,0,348,901,234063,8.36,0.2234,0.6535,0.2375,0.0571,0.6555,likes_freeze,broken_or_missing,0.6674,18,True,False,True,emoji_spam,0.5012,0.3586,0.3119,150.7892,0.007876,0.0,0.000754,0.00863,0.507272,86,Critical,botted,Reject,fake_likes,views rise without matching engagement; high views with almost no comments; likes freeze while views increase,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001334,TikTok,Finance Explainer,14,4313,6088,20,8697,863,80,86,39,6376,8.02,0.3886,0.4111,0.1258,0.2113,0.6332,smooth_gradual,strong_retention,0.2255,2,False,False,False,short_but_relevant,0.0,0.0512,0.0912,1.4285,0.09923,0.009199,0.009888,0.118317,0.733126,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001335,YouTube Shorts,AI App Demo,2,25844,7564,20,250758,7856,207,274,170,37222,4.11,0.2124,0.6984,0.0992,0.173,0.7621,likes_freeze,flat_or_odd,1.072,67,True,False,True,unrelated,0.8387,0.2108,0.5084,33.1515,0.031329,0.000825,0.001093,0.033247,0.148438,39,Medium,suspicious,Needs Manual Review,possible_engagement_pod,large sudden view jump; views rise without matching engagement; likes freeze while views increase,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001336,YouTube Shorts,Mobile Game Speedrun,4,42321,4063,45,20208,1813,79,45,7,18420,27.7,0.606,0.4645,0.1724,0.0347,0.7635,normal_viral_smooth,gradual_drop,0.1027,1,False,False,False,relevant_discussion,0.0,0.0006,0.0454,4.9737,0.089717,0.003909,0.002227,0.095853,0.91152,19,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001337,Instagram,Fitness Clip,4,3578,3677,60,197253,2155,230,2,223,76772,13.59,0.2101,0.6314,0.8678,0.2455,0.0,late_like_spike,broken_or_missing,1.0529,37,False,True,True,mixed,0.7759,0.6017,0.6711,53.6451,0.010925,0.001166,1e-05,0.012101,0.389206,58,High,suspicious,Reject and ask for analytics in ticket,fake_likes,large sudden view jump; views rise without matching engagement; late like spike,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001338,TikTok,AI App Demo,1,3988,1180,15,58681,1454,86,7,176,15812,3.8,0.2909,0.5086,0.2531,0.2286,0.5863,late_like_spike,broken_or_missing,0.854,5,False,True,False,mixed,0.2172,0.2886,0.5594,49.7297,0.024778,0.001466,0.000119,0.026363,0.269457,40,Medium,suspicious,Needs Manual Review,possible_engagement_pod,late like spike,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001339,YouTube Shorts,Finance Explainer,14,47482,13783,45,29711,1612,145,232,75,26458,17.39,0.3843,0.8494,0.0513,0.2285,0.7494,normal_viral_smooth,gradual_drop,0.3381,2,False,False,False,short_but_relevant,0.0,0.0235,0.1052,2.1556,0.054256,0.00488,0.007809,0.066945,0.890512,6,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001340,Instagram,Mobile Game Speedrun,5,56849,11083,15,18865,1445,20,84,71,18769,5.7,0.3504,0.7146,0.0486,0.1408,0.7748,normal_viral_smooth,gradual_drop,0.2012,1,False,False,False,relevant_discussion,0.0,0.0696,0.0714,1.7022,0.076597,0.00106,0.004453,0.08211,0.994911,12,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001341,Instagram,Travel Hook,13,8302,6584,30,394365,3534,0,1,1519,281195,1.9,0.082,0.2912,0.5731,0.1735,0.2294,step_like_batches,low_watch_time,1.4904,85,False,False,True,none,0.6937,0.1841,0.4377,59.8975,0.008961,0.0,3e-06,0.008964,0.713032,79,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement; high views with almost no comments,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001342,Instagram,Finance Explainer,3,6827,2625,12,103503,3447,107,198,110,65212,2.42,0.2208,0.5384,0.1426,0.4137,0.4329,likes_freeze,low_watch_time,1.3524,82,True,False,False,mixed,0.6167,0.4775,0.5832,39.4297,0.033303,0.001034,0.001913,0.03625,0.630049,73,High,suspicious,Reject and ask for analytics in ticket,possible_engagement_pod,large sudden view jump; likes freeze while views increase,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001343,TikTok,Travel Hook,5,7668,3688,60,27525,2938,219,128,37,17940,38.83,0.6529,0.6534,0.1195,0.2109,0.7219,normal_viral_smooth,gradual_drop,0.3118,1,False,False,False,short_but_relevant,0.0,0.0152,0.1154,7.4634,0.106739,0.007956,0.00465,0.119346,0.651771,8,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-001344,YouTube Shorts,Fitness Clip,7,180542,11305,12,11659,1269,75,101,54,8626,8.11,0.6347,0.8586,0.0638,0.1651,0.718,smooth_gradual,gradual_drop,0.2885,3,False,False,False,short_but_relevant,0.0,0.0254,0.0484,1.0313,0.108843,0.006433,0.008663,0.123939,0.739858,16,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
